N	Count	v2inv	v2inv_err	9gons	9gons_err	3gons	3gons_err	5gons	5gons_err	7gons	7gons_err	4gons	4gons_err	8gons	8gons_err	1gons	1gons_err	2gons	2gons_err	maxfv	maxfv_err	6gons	6gons_err
109	40553	2.749728750030824	0.003303063636777188	2.651246516903805	0.007818314652444862	13.679037309200305	0.0168101267617734	7.364855867630015	0.012961244402530634	4.369442458017902	0.010031704169196885	9.262767242867358	0.014592929833868392	3.3887751830937294	0.008866873551345689	39.178704411510864	0.021324022957349306	15.675683673217764	0.01734178473608902	22.00448795403546	0.025034272330761616	5.5624737997188864	0.011328535709078227
110	40343	2.778437399300994	0.003341855667959742	2.6887440200282575	0.007884300645220272	13.811293161143197	0.01696983450607442	7.418263391418586	0.01296822368143493	4.388146642540217	0.010088613349988649	9.34563616984359	0.014676606703432604	3.4027216617504896	0.008927473140899568	39.56049376595692	0.021467534122015717	15.801279032298044	0.017450994324405396	22.03956076642788	0.02535312274211983	5.599038247031703	0.0114176817993802
111	40006	2.8023733939909015	0.003362571972451196	2.700444933260011	0.0079794097415519	13.912913063040543	0.017158220776310313	7.496975453681948	0.013224626180439255	4.447407888816677	0.010230243357576845	9.441058841173824	0.014860318612928287	3.4437334399840025	0.009035127867714278	39.88044293355997	0.02178516319460411	15.95260710893366	0.017585251210833416	22.07876318552217	0.02533264639591116	5.659651052342149	0.011391430907760805
112	40329	2.830221428748543	0.0033598103127383963	2.7239455478687793	0.007982083295900907	14.052642019390513	0.01714139541220155	7.5690942002033275	0.01317092269340491	4.454189293064544	0.010158867790995195	9.50293833221751	0.014776156824779653	3.4605370824964665	0.009011904980417169	40.27218626794614	0.021654028063932792	16.08160380867366	0.017521678155160352	22.162339755510924	0.025498230126501497	5.698008876986783	0.011500265054699218
113	40121	2.865537997557389	0.0033997011141711224	2.7570848184242664	0.007984301950491459	14.146905610528153	0.01711168193460585	7.633359088756512	0.013138427417063355	4.511552553525585	0.010267027482319691	9.581665461977519	0.014997667676327939	3.4956257321602155	0.009079587911036911	40.62079708880636	0.021747352600177013	16.23204805463473	0.017791412004986955	22.1826474913387	0.02526756833797583	5.759278183494928	0.011590264946565558
114	40093	2.889076646796199	0.0034120458509212	2.769086873020228	0.008032496962835582	14.29626119272691	0.01736083948274971	7.687127428728207	0.013328309156797596	4.550968997081785	0.01037854666356797	9.66460479385429	0.015028237561921608	3.5261267552939417	0.009065515897966276	40.98151797071808	0.0219703474949677	16.364103459456764	0.017847691105345787	22.284388796049186	0.025765873603019355	5.796523083830095	0.01167056963503138
115	40446	2.914293131582851	0.0033926215966031048	2.8017603718538298	0.00803310419590522	14.417989417989418	0.017296700653283936	7.790436631558127	0.013323353825724924	4.576225090243782	0.010322175644574605	9.750135983780844	0.014946111897484847	3.577560203728428	0.009131352322808796	41.3204025119913	0.021965149699729257	16.47962715719725	0.017883202915880893	22.291722296395193	0.025518172916507684	5.845077387133462	0.011734479108962734
116	40231	2.9380887872536103	0.0034220063673495566	2.8209092490865255	0.008081469336355592	14.5355820138699	0.017539866782440693	7.829211304715269	0.013443539333803043	4.642613904700355	0.010390577613373319	9.840197857373667	0.015005675378171985	3.5811687504660585	0.009155907582793664	41.68628669434018	0.022132709544746207	16.641321369093486	0.017964154425917478	22.343391911709876	0.025623580825738446	5.884144068007258	0.011740326990183883
117	40441	2.9646336638559876	0.0034233676342455403	2.8551717316584653	0.008105103571810395	14.670186197176132	0.017490404411659402	7.878291832546179	0.013500627920453503	4.665067629386019	0.010412498304903482	9.904008308399892	0.015122999152961007	3.635691501199278	0.009181208261584013	42.046660567246114	0.022092955661948178	16.775129200563786	0.01796710984911316	22.402265028065578	0.025511251327564703	5.937241907964689	0.011684641600773453
118	40161	2.9934949328950973	0.0034735403308574424	2.8747043151315954	0.008172952091573362	14.793655536465726	0.01766086049222617	7.982097059336172	0.013537011967621873	4.701526356415428	0.010478139067872478	10.008714922437191	0.015257915973083968	3.6503822115983167	0.009253744497232631	42.34692861233535	0.022174384983880933	16.923557680336646	0.017995690554615654	22.395856676875574	0.02546124609010845	5.986927616344214	0.011762717956927729
119	39997	3.020176513238493	0.0034963173715565924	2.897167287546566	0.00825455940301572	14.920344025801935	0.017702885134911275	8.037927844588344	0.013612906019712306	4.740680551041328	0.01044570859169272	10.079680976073206	0.015237921061792985	3.6808760657049278	0.009347381684425756	42.70800310023252	0.022370081367665044	17.068755156636747	0.018241723857030216	22.473360502037654	0.02599878704375151	6.05940445533415	0.011860349226525258
120	39971	3.054289359785845	0.0034940803303317013	2.923944860023517	0.00828719141631768	15.034449976232768	0.017759029146732514	8.1182607390358	0.013691482831134444	4.795526756898751	0.010583820967500464	10.137849941207376	0.01528934643333468	3.7172950389032047	0.009334194385914443	43.00850616697105	0.022462904336301718	17.26609291736509	0.018374384778667822	22.512371469315255	0.025841189145035987	6.102199094343399	0.011986887266457984
121	40186	3.0701736923306626	0.00349730367394762	2.943811277559349	0.008240311884683863	15.159931319364953	0.017865135966593886	8.18090877419997	0.013737316922979739	4.837480714676753	0.010642611351339086	10.24374160155278	0.01546937428457903	3.751281540835117	0.009365722046382939	43.36569949733738	0.022643986771412654	17.383267804708108	0.018283516383382468	22.51731946449012	0.02550301375660306	6.142263474841985	0.012014130144927075
122	40463	3.1051886909028	0.0035218424036319927	2.9782270222178284	0.00829497112537773	15.27049403158441	0.017763500612812344	8.244989249437758	0.01373184272034096	4.873761213948546	0.010677826869330631	10.338432642166918	0.015460685768639513	3.7786372735585596	0.009312867483834471	43.73289177767343	0.02260152760875881	17.495736846007464	0.01829100130134932	22.57694684032326	0.02570591742907776	6.211971430689766	0.011989925351973456
123	40377	3.1327055006563143	0.003536138178769689	2.9977957748222996	0.008335812683976417	15.376476707036185	0.018037790532923547	8.304975604923595	0.013766440755604677	4.897689278549669	0.010733627735010302	10.405527899546772	0.01550869967961409	3.8195507343289496	0.009361871721193038	44.08435495455333	0.022648063806900726	17.675161601902072	0.018378824940116594	22.644005250513906	0.02592352949614204	6.26155979889541	0.012069905078461647
124	40253	3.155311405361091	0.003568593535372212	3.0015899436066875	0.008397326919579512	15.5360594241423	0.018052731965010043	8.368221002161329	0.013861791637699438	4.946637517700544	0.010705673310729968	10.511862469878022	0.01558171957043571	3.8705438103992247	0.009519338833692074	44.43236528954364	0.022755106606331243	17.759148386455667	0.018411699303145734	22.65990112538196	0.025872891347296423	6.310908503714009	0.0121383279222664
125	40213	3.1842687688061075	0.0035626610888078126	3.0419764752691916	0.008417194441627108	15.644667147439883	0.018103797293248614	8.43428741949121	0.013897831891938947	4.987665680252655	0.010859985211762449	10.581702434536096	0.015581614091869216	3.889090592594435	0.009528124362558461	44.77989704821824	0.022878536853220544	17.930544848680775	0.018676148894413228	22.710417029318876	0.02602314504371618	6.352895829706811	0.012201116837881812
126	40635	3.209486895533407	0.0035692108964010443	3.0557155161806326	0.008390512397802138	15.77428325335302	0.018060223631672596	8.49014396456257	0.013865839183184164	5.048898732619663	0.010828602688216666	10.66868463147533	0.015522312260226113	3.9144333702473237	0.009483295531323871	45.16520241171404	0.022929554611832912	18.03949796973053	0.01854471759793819	22.77332348960256	0.025905254173857646	6.3957671957671955	0.01209726208691214
127	40093	3.238202429351757	0.0036054509686536877	3.08669842615918	0.008502139452580224	15.875215124834758	0.018101004435631847	8.56660763724341	0.014013844721112095	5.065098645648867	0.010905281425148062	10.76110542987554	0.01585252353087112	3.9302371985134563	0.009607753918877814	45.499039732621654	0.023053612604524848	18.217120195545355	0.018788651753291946	22.770807871698302	0.02603399808100958	6.437707330456688	0.012321698050672654
128	40286	3.265712654520181	0.0036103373746480157	3.1287047609591423	0.008539511724310158	16.00280494464578	0.018429657765307927	8.634339472769696	0.014056527096092338	5.085836270664747	0.010869576094178945	10.821948071290274	0.01579913522591044	3.965248473415082	0.009639493681218195	45.85612867993844	0.02312867590488101	18.362905227622498	0.018789192972713625	22.823288487315693	0.02616186332331506	6.4815072233530255	0.012281597509652091
129	40181	3.289446504566835	0.0036343977706433605	3.1407381598267836	0.008500093953301735	16.130584106916203	0.018433906593240432	8.718050820039322	0.014104337547995685	5.173937930862846	0.010960268199525836	10.896617804434932	0.015926692418024153	4.003285134765187	0.009613477268230109	46.18065752470073	0.023262950834441475	18.493367512008163	0.019047541255927246	22.813294840845174	0.025624089576320726	6.53261491749832	0.012306264548955295
130	40104	3.3140584480351087	0.0036613059414993183	3.157241172950329	0.008589086564007288	16.244614003590666	0.018404052087080677	8.773962696987832	0.014213920355734185	5.196015360063834	0.01105317615396329	11.018601635747057	0.016050040369022987	4.01762916417315	0.009613098861845228	46.534335727109514	0.02326763523116815	18.630809894274886	0.018959646422162153	22.87799222022741	0.025794175638692362	6.594703770197486	0.012484685934017564
131	39976	3.342217830698419	0.003665513122503151	3.201045627376426	0.008590067999773755	16.34375625375225	0.018495247479936416	8.83004802881729	0.014233547736455856	5.234440664398639	0.011103475312789771	11.06611466880128	0.01610042349987154	4.0607114268561135	0.009800255240631467	46.95917550530318	0.023408346857398447	18.75762957774665	0.01912067622514476	22.9370372223334	0.026067758163468843	6.615844506704023	0.012458718243429125
132	40043	3.3731301351047622	0.0036820928950680024	3.2195639687336115	0.008635931581502132	16.49626651349799	0.018526246149838253	8.891891216941788	0.014337396194002495	5.269510276452813	0.011142993410481266	11.160327647778638	0.016092416209135697	4.083085682890892	0.009737499089742545	47.26346677321879	0.02359058316935071	18.89918337786879	0.019188094828956333	22.930849336962766	0.025867721757969944	6.693204804834803	0.012574423674192058
133	39916	3.399463874135685	0.003698171670654455	3.245966529712396	0.008766448629944355	16.63743862110432	0.018751255745044246	8.966905501553262	0.014435767251119377	5.310251528209239	0.011181994776812013	11.242183585529613	0.016069991306684253	4.111008117045796	0.009862749260464399	47.61170959013929	0.023641155584387775	19.014906303236796	0.01912812552096487	22.963698767411564	0.025806990639154856	6.743812005210943	0.012527763758290688
134	39940	3.4237669003505258	0.0037130537148811166	3.2640961442163245	0.008805972811912529	16.730295443164746	0.018766859264466706	9.052603905858788	0.014382032634079974	5.355683525287932	0.011166445848483166	11.324661992989483	0.01625924928171687	4.142789183775664	0.009860432873313422	47.938582874311464	0.023830655414956686	19.20327991987982	0.019360468649625474	23.062043064596896	0.026019746715714075	6.796519779669504	0.012573423953756364
135	39966	3.452240654556373	0.003737364409808965	3.2992293449432015	0.008801816235230001	16.85870489916429	0.01884161474156736	9.103963368863534	0.014408623440824357	5.393084121503278	0.0112137900764044	11.398363609067708	0.016242458470983264	4.1634639443527	0.009889356376954265	48.325026272331485	0.02382529178261661	19.321823550017516	0.01937022248798413	23.092678776960415	0.025976254791542395	6.838287544412751	0.012643835075138835
136	39735	3.471089719390965	0.003771660929664051	3.2957342393355984	0.008827885625222538	16.97495910406443	0.019016292695510327	9.201686170882095	0.014578547675698371	5.438303762426073	0.011381164832733576	11.447640619101549	0.016423577427554938	4.227935069837675	0.009941737136781665	48.677538693846735	0.02396984417952902	19.438228262237324	0.019467569599865682	23.078847363785076	0.026132737084492312	6.916496791241978	0.012722844347531374
137	39824	3.5070999899558055	0.0037525418298235557	3.3281187223784654	0.0088150851623111	17.140166733627964	0.01895243928619269	9.241663318601848	0.014671535798736136	5.4643179991964645	0.011289650437121697	11.5589594214544	0.01639619690046333	4.230840699075934	0.009954364318491598	49.01398654077943	0.024047944443096134	19.576134993973483	0.019447988980556895	23.115031137002813	0.02625846221308653	6.9476446364001605	0.012761460316015296
138	39699	3.5228847074233607	0.003799446109903532	3.3626287815814	0.008887150607768277	17.224967883321998	0.019051292710021307	9.293559031713645	0.014747247818711604	5.502808634978211	0.011331335300571468	11.646842489735258	0.016598609563959702	4.252726768936245	0.010097441233244749	49.39759187888864	0.024280041315196167	19.732789239023653	0.01958787567876462	23.1799541550165	0.026388100899847222	6.994609436005945	0.012829541910671158
139	39806	3.5580942571471637	0.0038127748307480477	3.3896648746420137	0.008887555877194054	17.342837763151284	0.019299661861289844	9.382530271818318	0.014818611676835423	5.545520775762448	0.011475018322998264	11.73966236245792	0.016492352169879824	4.283675827764658	0.010039271422758773	49.703336180475304	0.02420170534470625	19.893508516304074	0.019712780305974075	23.184871627392855	0.02603845218915214	7.031829372456413	0.01287608119217475
140	39333	3.5794943177484555	0.003808811370398824	3.4030457885236314	0.009006448499589039	17.4784277832863	0.019372327277429685	9.415605216993365	0.014843558209230905	5.566953957236926	0.011552572205636819	11.854524190882973	0.01673983979465993	4.320316273866728	0.010128030685336013	50.07334807922101	0.024401336841448244	20.025449368214986	0.019840738033716745	23.247552945363942	0.02605112776791555	7.096916075559962	0.013031763182348935
141	39312	3.6085864367114366	0.0038326791538737938	3.4349562474562476	0.009013491396221887	17.60569291819292	0.019409196064177545	9.46588827838828	0.014855041295791486	5.609177859177859	0.011580345342315336	11.936126373626374	0.01677111722981837	4.359279609279609	0.010184275861013918	50.394764957264954	0.024596609239057713	20.178418803418804	0.019953149722616467	23.263202075702075	0.026170425446572602	7.148148148148148	0.013011019124946043
142	39346	3.6343719819041325	0.0038553755593806597	3.4568189904945865	0.009130200765561402	17.69976617699385	0.019312474761549812	9.55385553804707	0.015039526219721702	5.678518782087124	0.01165331340668632	11.991206221725207	0.016849316551164343	4.381690641996645	0.010295578444266257	50.7593147969298	0.024596269037616	20.31700808214304	0.020025303158809755	23.31866009251258	0.026225598411413517	7.217684135617343	0.013126249813271228
143	39702	3.65574782126845	0.003870664903893496	3.4818900811042264	0.00903251950419139	17.809002065387133	0.019312712856374547	9.632814467784998	0.014867310204534454	5.6749282152032645	0.011564028107173828	12.048637348244421	0.016844061034714017	4.414513122764596	0.010160503556389772	51.15082363608886	0.024658551304624084	20.451866404715126	0.019953411127458364	23.307440431212534	0.02604138953096434	7.271145030477054	0.013107263919948637
144	39737	3.676359564134182	0.0038596754746474337	3.503057603744621	0.009154276682558839	17.94086116214108	0.019468003150494573	9.693383999798677	0.01501465644099399	5.730805043158769	0.011571336579402448	12.156327855650904	0.0170178247987823	4.43850819135818	0.010185330407358572	51.47638221305081	0.024814602274665087	20.6207061428895	0.020072912221221095	23.38533356821099	0.02617454671686076	7.286181644311347	0.01311551746860256
145	39722	3.7106578218619406	0.003881801433462833	3.510976285182015	0.0090752772056885	18.10314183575852	0.019594768311751703	9.741755198630482	0.015075221278738112	5.7779567997583205	0.011638721386979856	12.257640602185187	0.01682586902827864	4.474749509088163	0.010303704057793236	51.777251900709935	0.024890889102199082	20.75912592518	0.02003508696376594	23.378858063541614	0.026244845501133488	7.344594934796838	0.013144157737658611
146	39600	3.738895202020202	0.0038949148319295896	3.5508838383838386	0.00911631792395363	18.239343434343436	0.019745464501023893	9.839873737373738	0.01508410169928961	5.800732323232324	0.011725402530847218	12.324646464646465	0.017020433282502988	4.496818181818182	0.010296640890257079	52.147474747474746	0.025038878394482395	20.87411616161616	0.020347698693569952	23.46169191919192	0.026391122696056948	7.400580808080808	0.013206577878704339
147	39391	3.768233860526516	0.003935315646285713	3.5661699372953213	0.009243453635275569	18.3418039653728	0.0196180065927216	9.910614099667436	0.01519229938785287	5.86128811149755	0.011757382498475591	12.400370643040288	0.017117187167138895	4.536924678225991	0.010387706929440903	52.480160442740726	0.025136852748595485	21.051229976390545	0.02034580455772902	23.470995912771954	0.0263178482862214	7.42854966870605	0.013322637387134571
148	39845	3.80128623415736	0.003936115840766462	3.589032500941147	0.009222596628112078	18.48272054210064	0.019678891898293707	9.965114819927217	0.015332911471859148	5.884502446982055	0.011806396032307855	12.479056343330406	0.0169968953604917	4.583511105533944	0.010394728095929172	52.82296398544359	0.025130448467402432	21.17869243317857	0.020370833606028274	23.444798594553895	0.0261667687866765	7.49413979169281	0.01324273995383041
149	39558	3.8234554325294505	0.003949900955712167	3.622503665503817	0.009241727454242326	18.56127711208858	0.01982720378682952	10.037463976945245	0.015306267371106404	5.93986045806158	0.011903103316327959	12.59335659032307	0.017241966745371373	4.6080186055917896	0.010463628228737313	53.21348399817989	0.02528310462382646	21.29217857323424	0.020346945340766122	23.548384650386772	0.026144491917209346	7.53678143485515	0.013372314708177369
150	39518	3.8440900349207956	0.0039630159254080526	3.649602712687889	0.00928070127241851	18.7216711372033	0.019904983786054486	10.074776051419606	0.015300547468559498	5.957386507414343	0.011906719540974862	12.670656409737335	0.01725867436429	4.632445973986537	0.010542964360397642	53.57538336960373	0.02541835164797158	21.41659496938104	0.02057865460481166	23.590313274963307	0.026268061550270783	7.604914216306494	0.013495819232838057
151	39475	3.8752881570614313	0.00397083580815061	3.68709309689677	0.00936024235250094	18.811044965167827	0.01991619567250627	10.164813172894236	0.015395437969285967	6.0150474984167195	0.01194831920326918	12.733628879037365	0.017376095168147518	4.649753008233059	0.010572831776195177	53.90029132362255	0.025422355440509543	21.594502849905002	0.020559998562376714	23.61058898036732	0.026521482345565478	7.669335022165928	0.013484758446695187
152	39321	3.9079690241855496	0.004023529366886583	3.6981002517738615	0.009405232085121293	18.95160346888431	0.020092959244869212	10.209735255970092	0.015561112685729562	6.07253121741563	0.012051545616711753	12.808321253274332	0.017435474117740286	4.71142646423031	0.010598967211848467	54.25088375168485	0.02568599541308589	21.74649678288955	0.020740907797318436	23.59332163474988	0.0264912398038828	7.665623966837059	0.013545996189518197
153	39435	3.9261252694307087	0.003972349416436657	3.724812983390389	0.009345847189077086	19.082769113731455	0.020110332708888904	10.331583618612907	0.015569392674830514	6.077824267782427	0.012045061688807611	12.886471408647141	0.017403969304898015	4.71454291872702	0.01055959402687742	54.57978952706986	0.02553814288831985	21.89521998224927	0.020787325013749625	23.6142766577913	0.026234481934266744	7.726486623557753	0.013486737528248305
154	39552	3.953491605987055	0.004048748663473106	3.744336569579288	0.009365384033242545	19.227118729773462	0.020196630278607866	10.354596480582524	0.015484240428049233	6.132761933656958	0.012046784331621131	13.00417172330097	0.017587391220453694	4.729874595469256	0.010560680572928418	54.93044599514563	0.025642591631422507	22.016535194174757	0.02076850857254235	23.65427791262136	0.026355454935177127	7.766965008090615	0.013567457670809923
155	39462	3.975381379555015	0.004034693983165447	3.770564086969743	0.009446140106871469	19.34065683442299	0.020246415491145493	10.458212964370787	0.01563692911594523	6.159013734732147	0.012135037037368311	13.092392681567077	0.017576661580133084	4.780447012315645	0.010708527821288517	55.285489838325475	0.025725498586733165	22.12176270842836	0.020808110767231696	23.696670214383456	0.026231266125527702	7.831914246616998	0.013655443793901077
156	39824	4.002065337484933	0.004037014787530937	3.7900261149055847	0.009427782043524202	19.421303736440336	0.020247856744562715	10.501983728404982	0.015701260765597542	6.227450783447168	0.012031873595844745	13.178133788670149	0.01746521083329268	4.8109933708316595	0.010660764671817393	55.63431599035757	0.02570685382309182	22.284501807955003	0.020886137910222823	23.72458818802732	0.026286916741182057	7.899482723985536	0.013635494077889786
157	39784	4.030175447416046	0.004051029032957636	3.8175899859239895	0.009455688920151339	19.556454856223606	0.020295064646426733	10.566232656344258	0.015758791136814113	6.245525839533481	0.012110669081531467	13.24738588377237	0.017671425458011637	4.859742610094511	0.010732733213815111	55.977076211542325	0.025919963603313747	22.43924693344058	0.0209459723094242	23.76143675849588	0.026331654419622978	7.939498290770159	0.013620027682603794
158	39441	4.063062549124008	0.004053211309725036	3.8559620699272332	0.009589994492184147	19.6723206815243	0.020562141257212146	10.625694074693847	0.0157605872474695	6.269795390583403	0.012222787022730065	13.318754595471717	0.01782873667436867	4.882431987018585	0.010775852450218818	56.359422935523945	0.026009792881756946	22.60122714941305	0.021091814702171384	23.80804239243427	0.026680989251055175	7.966988666615958	0.01377603536186812
159	39498	4.085200516481847	0.004076251399759356	3.8716390703326753	0.009581926191950339	19.829307813053827	0.020446752754396454	10.67456580080004	0.015799097336053555	6.327358347258089	0.012309088697203163	13.400830421793508	0.01760189288103049	4.913236113220923	0.010778033585177418	56.68985771431465	0.025936422094925762	22.7183908045977	0.021116915599433277	23.862119600992454	0.02672777507221655	8.042964200719023	0.013789502583851638
160	39509	4.117909843326837	0.004121143820094993	3.8802551317421345	0.0096365103936641	19.943000329038952	0.02054429228953898	10.766863246348933	0.015788262628203743	6.364220810448252	0.012271400354149203	13.533296210989901	0.01781914636677096	4.951580652509555	0.010797267283148788	57.021007871624185	0.025962679532946124	22.85081880077957	0.021202997121632122	23.891644941658864	0.026797614800615172	8.072110152117238	0.01387740441019643
161	40060	4.135365701447828	0.00408906238330407	3.9274338492261607	0.009590302535653171	20.027184223664502	0.020635103396744313	10.809885172241637	0.015749614099201753	6.426759860209685	0.0123604766488428	13.58472291562656	0.017808215669488245	4.979181228157763	0.010806931393313466	57.39465801298053	0.0260388832256222	23.016175736395407	0.021182630331473624	23.91779830254618	0.02647156748856738	8.128532201697453	0.013795357134604095
162	39529	4.166238710819904	0.0041263410587311315	3.944243466821827	0.0096723010121159	20.173518176528624	0.020649346690098134	10.892736977914948	0.015974550310553923	6.442561157631106	0.012327568495388495	13.678337423157682	0.01806639140350048	5.000151787295404	0.010856594456027904	57.742897619469254	0.026229891731034505	23.130157605808392	0.02130158834932052	23.94530597788965	0.026533122487149664	8.187330820410331	0.013889708262265819
163	39497	4.197761855330785	0.004129111032276412	3.9637187634503888	0.00971727844557846	20.320328126186798	0.02084988398949184	10.968706484036762	0.01604864341718434	6.471757348659392	0.012398633751742112	13.733448109983037	0.01786056377484551	5.035395093298225	0.010965357848097835	58.10058991822164	0.026407194587836712	23.255082664506165	0.021387407803193287	23.98009975441173	0.02683397424523036	8.245714864420082	0.014010293462354353
164	39555	4.2193907217798	0.004154403340042398	3.9897610921501707	0.009720661975718668	20.39724434331943	0.020880343052914273	11.017267096447984	0.016103011872765617	6.517835924661863	0.012438586764705257	13.836506130704082	0.018060473524262585	5.059689040576413	0.01099853897443823	58.469270635823534	0.0263337166970934	23.43081784856529	0.021432591148959214	24.027404879282013	0.026688866642153187	8.276880293262545	0.014063277990134312
165	39361	4.242664058331851	0.004154057489271351	4.028911867076548	0.00981386910455872	20.558496989405757	0.020944500462290516	11.076979751530702	0.01603910207375252	6.546403800716445	0.012495382661151458	13.895251645029344	0.018051950827514745	5.1073905642641195	0.01106089097644368	58.833998119966466	0.026553137553480356	23.530474327379896	0.021532326180583195	24.055791265465817	0.026852291731020106	8.338075760270318	0.01409080070978697
166	39774	4.272992407100116	0.004150007736817789	4.034947453110072	0.00977011956946615	20.664554734248505	0.020989119322168993	11.155805299944687	0.016051255737685288	6.606904007643184	0.012438150879284944	13.957861919847137	0.01800580665578398	5.138155579021471	0.010997624539102848	59.18640317795545	0.026537385980131598	23.673530447025694	0.021415683878886014	24.081912807361594	0.026875585664333585	8.409639462965757	0.01401390912372437
167	39292	4.297853252570498	0.00422404730877042	4.044385625572636	0.009801657368232995	20.786521429298585	0.021048008354470942	11.256922528759034	0.016222143851409028	6.652575587905935	0.012539164627193563	14.083655705996131	0.01820504264673254	5.133411381451695	0.011052618074811466	59.49872747633106	0.026702033831120405	23.844217652448336	0.021664818517334494	24.102539957243206	0.0266785291770782	8.419474702229461	0.014254042377792072
168	39552	4.325255360032362	0.00419262550782019	4.09155036407767	0.009829578668927665	20.91257079288026	0.0210797018400698	11.307392799352751	0.01620938649828272	6.679459951456311	0.012550444950241418	14.126061893203884	0.018231699285927928	5.1781199433656955	0.011046001637601898	59.87100525889968	0.026719825399928454	23.978357605177994	0.021674764296447244	24.125227548543688	0.026500536033284994	8.488622572815533	0.014191425935497328
169	39804	4.355077379157874	0.004201365916237918	4.119309617123907	0.009894688784138734	21.029167922821827	0.020944339284928507	11.348231333534319	0.016303290619661633	6.7257310823032865	0.012619672750361167	14.208823233845845	0.018270771603480458	5.231584765350216	0.011044490255758831	60.26004924128228	0.026835064026820968	24.08815696914883	0.02167635637448733	24.188096673701136	0.02699141278888389	8.535775298964928	0.0142182128068069
170	39264	4.3754265994295025	0.004244815527896075	4.111476161369193	0.009886979307594964	21.187703748981257	0.021319939395521365	11.407752648736757	0.016417641530895442	6.760875101874491	0.012688688044705498	14.308934392828036	0.018415850603766604	5.245441116544417	0.011172097609740635	60.55865423797881	0.026945741618418118	24.261435411572943	0.021870405669212205	24.164399959250204	0.026946787294160647	8.573909942950285	0.014266101002983126
171	39455	4.41611962995818	0.00421996115339474	4.156482068178938	0.009944607097935777	21.257559244709164	0.021289665180507997	11.459941705740718	0.01625622757077193	6.821822329235839	0.012759540289114387	14.381041693068052	0.018534723302077522	5.303408946901533	0.011256091715677003	60.87664427829173	0.02694949570103665	24.456368014193384	0.021741221188359475	24.167735394753517	0.026514654964763386	8.636243822075782	0.014353769396210409
172	39677	4.432328553066008	0.0042486286600659316	4.174357940368475	0.009958413472824815	21.380472313935027	0.02123785496845857	11.544345590644454	0.01649841689243318	6.8562643345010965	0.01272648600011145	14.473044837059254	0.018367372861812788	5.313834211255891	0.011143550803053634	61.32951079970764	0.027123810306824488	24.5020288832321	0.021885465985050527	24.249943292083575	0.02671846743314793	8.688812158177281	0.014336277999714852
173	39207	4.458534190323157	0.004291692139406249	4.226668707118627	0.010051122309155953	21.491315326344786	0.021383301216539016	11.62710740429005	0.016551109249042895	6.853699594460173	0.012771756826821872	14.554620348407171	0.01861564352153604	5.342719412349836	0.011312837529867016	61.658912949218255	0.027229399973524342	24.677047466013722	0.02206241298797228	24.257454026066775	0.026849651482129186	8.72017751932053	0.01437462444935171
174	39288	4.489004276114844	0.004299553018644373	4.227117694970475	0.010043755688783147	21.657579922622684	0.021584895424371132	11.703268173488087	0.01659006263222851	6.925575239258807	0.012920392304622007	14.61586234982692	0.018558000153007497	5.370698432091224	0.011361740197427745	61.961107717369174	0.027236760202323993	24.831042557523926	0.022100889652713167	24.318977804927712	0.0270259360509924	8.776318468743638	0.01454575913232977
175	39036	4.509343938928168	0.0043168061088782435	4.275540526693309	0.010151927928107285	21.742903986064146	0.02154712110526234	11.736909519417972	0.016645581810180853	6.968362537145199	0.013005555653724537	14.708679167947535	0.018858168646829425	5.396659493800595	0.011354774916807177	62.34975407316323	0.027410712752308483	24.966133825187008	0.022192742453516778	24.31573419407726	0.026883746573665466	8.826391023670459	0.014611530670035613
176	39338	4.541956886471096	0.004305163026820527	4.300193197417255	0.010122105803843574	21.92025522395648	0.02165538646613866	11.803218262240073	0.016689655557839956	6.995220905994204	0.01289341714425347	14.78425441049367	0.018657313340744802	5.426890029996441	0.01141687868512836	62.62555290050333	0.02731874478258758	25.146245360719913	0.022229852311221033	24.30980222685444	0.026856010860463114	8.878514413544156	0.014566099939620065
177	39346	4.576894728816144	0.00433680384949601	4.302546637523509	0.01012408302077679	21.99939002694048	0.021735744024659637	11.868271234687136	0.016642820426319753	7.032786051949373	0.012958231916585855	14.911655568545722	0.01886153465794298	5.464596147003507	0.011450575151626787	63.038885782544604	0.02737149685029834	25.227189549128248	0.02221077406816353	24.333782341279928	0.02671169381167402	8.942408376963352	0.014701865249404221
178	39410	4.595883024613042	0.004320541981884215	4.326516112661761	0.010197565132843037	22.09540725704136	0.02158694745651392	11.965846231920832	0.016805814932520206	7.076884039583862	0.012950850707005256	14.93306267444811	0.018912692029575906	5.4949758944430345	0.011398033765599487	63.430677493022074	0.027554367810646904	25.39264146155798	0.022295744492174734	24.48645013955849	0.02740946579531966	8.985638162902816	0.014657323226327944
179	39270	4.611580086580086	0.004342382334853586	4.361650114591291	0.010194923583415316	22.22279093455564	0.021891107020934154	12.004405398523046	0.016716858893928443	7.132416603004838	0.013048120233296337	15.030939648586708	0.01882660835869609	5.543952126305068	0.01144116631419154	63.76144639674052	0.02767081686898862	25.52279093455564	0.022437782446277577	24.45128596893303	0.027134536051305964	9.032187420422714	0.014708242669171716
