N	wl_1gons	wl_1gons_err	am_1gons	am_1gons_err	uf_1gons	uf_1gons_err	wl_2gons	wl_2gons_err	am_2gons	am_2gons_err	uf_2gons	uf_2gons_err	wl_3gons	wl_3gons_err	am_3gons	am_3gons_err	uf_3gons	uf_3gons_err	wl_4gons	wl_4gons_err	am_4gons	am_4gons_err	uf_4gons	uf_4gons_err	wl_5gons	wl_5gons_err	am_5gons	am_5gons_err	uf_5gons	uf_5gons_err	wl_6gons	wl_6gons_err	am_6gons	am_6gons_err	uf_6gons	uf_6gons_err	wl_7gons	wl_7gons_err	am_7gons	am_7gons_err	uf_7gons	uf_7gons_err	wl_8gons	wl_8gons_err	am_8gons	am_8gons_err	uf_8gons	uf_8gons_err	wl_9gons	wl_9gons_err	am_9gons	am_9gons_err	uf_9gons	uf_9gons_err	wl_maxfv	wl_maxfv_err	am_maxfv	am_maxfv_err	uf_maxfv	uf_maxfv_err
120	43.00850616697105	0.022462904336301718	nan	nan	nan	nan	17.26609291736509	0.018374384778667822	nan	nan	nan	nan	15.034449976232768	0.017759029146732514	nan	nan	nan	nan	10.137849941207376	0.01528934643333468	nan	nan	nan	nan	8.1182607390358	0.013691482831134444	nan	nan	nan	nan	6.102199094343399	0.011986887266457984	nan	nan	nan	nan	4.795526756898751	0.010583820967500464	nan	nan	nan	nan	3.7172950389032047	0.009334194385914443	nan	nan	nan	nan	2.923944860023517	0.00828719141631768	nan	nan	nan	nan	22.512371469315255	0.025841189145035987	nan	nan	nan	nan
121	43.36569949733738	0.022643986771412654	nan	nan	nan	nan	17.383267804708108	0.018283516383382468	nan	nan	nan	nan	15.159931319364953	0.017865135966593886	nan	nan	nan	nan	10.24374160155278	0.01546937428457903	nan	nan	nan	nan	8.18090877419997	0.013737316922979739	nan	nan	nan	nan	6.142263474841985	0.012014130144927075	nan	nan	nan	nan	4.837480714676753	0.010642611351339086	nan	nan	nan	nan	3.751281540835117	0.009365722046382939	nan	nan	nan	nan	2.943811277559349	0.008240311884683863	nan	nan	nan	nan	22.51731946449012	0.02550301375660306	nan	nan	nan	nan
122	43.73289177767343	0.02260152760875881	nan	nan	nan	nan	17.495736846007464	0.01829100130134932	nan	nan	nan	nan	15.27049403158441	0.017763500612812344	nan	nan	nan	nan	10.338432642166918	0.015460685768639513	nan	nan	nan	nan	8.244989249437758	0.01373184272034096	nan	nan	nan	nan	6.211971430689766	0.011989925351973456	nan	nan	nan	nan	4.873761213948546	0.010677826869330631	nan	nan	nan	nan	3.7786372735585596	0.009312867483834471	nan	nan	nan	nan	2.9782270222178284	0.00829497112537773	nan	nan	nan	nan	22.57694684032326	0.02570591742907776	nan	nan	nan	nan
123	44.08435495455333	0.022648063806900726	nan	nan	nan	nan	17.675161601902072	0.018378824940116594	nan	nan	nan	nan	15.376476707036185	0.018037790532923547	nan	nan	nan	nan	10.405527899546772	0.01550869967961409	nan	nan	nan	nan	8.304975604923595	0.013766440755604677	nan	nan	nan	nan	6.26155979889541	0.012069905078461647	nan	nan	nan	nan	4.897689278549669	0.010733627735010302	nan	nan	nan	nan	3.8195507343289496	0.009361871721193038	nan	nan	nan	nan	2.9977957748222996	0.008335812683976417	nan	nan	nan	nan	22.644005250513906	0.02592352949614204	nan	nan	nan	nan
124	44.43236528954364	0.022755106606331243	nan	nan	nan	nan	17.759148386455667	0.018411699303145734	nan	nan	nan	nan	15.5360594241423	0.018052731965010043	nan	nan	nan	nan	10.511862469878022	0.01558171957043571	nan	nan	nan	nan	8.368221002161329	0.013861791637699438	nan	nan	nan	nan	6.310908503714009	0.0121383279222664	nan	nan	nan	nan	4.946637517700544	0.010705673310729968	nan	nan	nan	nan	3.8705438103992247	0.009519338833692074	nan	nan	nan	nan	3.0015899436066875	0.008397326919579512	nan	nan	nan	nan	22.65990112538196	0.025872891347296423	nan	nan	nan	nan
125	44.77989704821824	0.022878536853220544	nan	nan	nan	nan	17.930544848680775	0.018676148894413228	nan	nan	nan	nan	15.644667147439883	0.018103797293248614	nan	nan	nan	nan	10.581702434536096	0.015581614091869216	nan	nan	nan	nan	8.43428741949121	0.013897831891938947	nan	nan	nan	nan	6.352895829706811	0.012201116837881812	nan	nan	nan	nan	4.987665680252655	0.010859985211762449	nan	nan	nan	nan	3.889090592594435	0.009528124362558461	nan	nan	nan	nan	3.0419764752691916	0.008417194441627108	nan	nan	nan	nan	22.710417029318876	0.02602314504371618	nan	nan	nan	nan
126	45.16520241171404	0.022929554611832912	nan	nan	nan	nan	18.03949796973053	0.01854471759793819	nan	nan	nan	nan	15.77428325335302	0.018060223631672596	nan	nan	nan	nan	10.66868463147533	0.015522312260226113	nan	nan	nan	nan	8.49014396456257	0.013865839183184164	nan	nan	nan	nan	6.3957671957671955	0.01209726208691214	nan	nan	nan	nan	5.048898732619663	0.010828602688216666	nan	nan	nan	nan	3.9144333702473237	0.009483295531323871	nan	nan	nan	nan	3.0557155161806326	0.008390512397802138	nan	nan	nan	nan	22.77332348960256	0.025905254173857646	nan	nan	nan	nan
127	45.499039732621654	0.023053612604524848	nan	nan	nan	nan	18.217120195545355	0.018788651753291946	nan	nan	nan	nan	15.875215124834758	0.018101004435631847	nan	nan	nan	nan	10.76110542987554	0.01585252353087112	nan	nan	nan	nan	8.56660763724341	0.014013844721112095	nan	nan	nan	nan	6.437707330456688	0.012321698050672654	nan	nan	nan	nan	5.065098645648867	0.010905281425148062	nan	nan	nan	nan	3.9302371985134563	0.009607753918877814	nan	nan	nan	nan	3.08669842615918	0.008502139452580224	nan	nan	nan	nan	22.770807871698302	0.02603399808100958	nan	nan	nan	nan
128	45.85612867993844	0.02312867590488101	nan	nan	nan	nan	18.362905227622498	0.018789192972713625	nan	nan	nan	nan	16.00280494464578	0.018429657765307927	nan	nan	nan	nan	10.821948071290274	0.01579913522591044	nan	nan	nan	nan	8.634339472769696	0.014056527096092338	nan	nan	nan	nan	6.4815072233530255	0.012281597509652091	nan	nan	nan	nan	5.085836270664747	0.010869576094178945	nan	nan	nan	nan	3.965248473415082	0.009639493681218195	nan	nan	nan	nan	3.1287047609591423	0.008539511724310158	nan	nan	nan	nan	22.823288487315693	0.02616186332331506	nan	nan	nan	nan
129	46.18065752470073	0.023262950834441475	nan	nan	nan	nan	18.493367512008163	0.019047541255927246	nan	nan	nan	nan	16.130584106916203	0.018433906593240432	nan	nan	nan	nan	10.896617804434932	0.015926692418024153	nan	nan	nan	nan	8.718050820039322	0.014104337547995685	nan	nan	nan	nan	6.53261491749832	0.012306264548955295	nan	nan	nan	nan	5.173937930862846	0.010960268199525836	nan	nan	nan	nan	4.003285134765187	0.009613477268230109	nan	nan	nan	nan	3.1407381598267836	0.008500093953301735	nan	nan	nan	nan	22.813294840845174	0.025624089576320726	nan	nan	nan	nan
130	46.534335727109514	0.02326763523116815	nan	nan	nan	nan	18.630809894274886	0.018959646422162153	nan	nan	nan	nan	16.244614003590666	0.018404052087080677	nan	nan	nan	nan	11.018601635747057	0.016050040369022987	nan	nan	nan	nan	8.773962696987832	0.014213920355734185	nan	nan	nan	nan	6.594703770197486	0.012484685934017564	nan	nan	nan	nan	5.196015360063834	0.01105317615396329	nan	nan	nan	nan	4.01762916417315	0.009613098861845228	nan	nan	nan	nan	3.157241172950329	0.008589086564007288	nan	nan	nan	nan	22.87799222022741	0.025794175638692362	nan	nan	nan	nan
131	46.95917550530318	0.023408346857398447	nan	nan	nan	nan	18.75762957774665	0.01912067622514476	nan	nan	nan	nan	16.34375625375225	0.018495247479936416	nan	nan	nan	nan	11.06611466880128	0.01610042349987154	nan	nan	nan	nan	8.83004802881729	0.014233547736455856	nan	nan	nan	nan	6.615844506704023	0.012458718243429125	nan	nan	nan	nan	5.234440664398639	0.011103475312789771	nan	nan	nan	nan	4.0607114268561135	0.009800255240631467	nan	nan	nan	nan	3.201045627376426	0.008590067999773755	nan	nan	nan	nan	22.9370372223334	0.026067758163468843	nan	nan	nan	nan
132	47.26346677321879	0.02359058316935071	nan	nan	nan	nan	18.89918337786879	0.019188094828956333	nan	nan	nan	nan	16.49626651349799	0.018526246149838253	nan	nan	nan	nan	11.160327647778638	0.016092416209135697	nan	nan	nan	nan	8.891891216941788	0.014337396194002495	nan	nan	nan	nan	6.693204804834803	0.012574423674192058	nan	nan	nan	nan	5.269510276452813	0.011142993410481266	nan	nan	nan	nan	4.083085682890892	0.009737499089742545	nan	nan	nan	nan	3.2195639687336115	0.008635931581502132	nan	nan	nan	nan	22.930849336962766	0.025867721757969944	nan	nan	nan	nan
133	47.61170959013929	0.023641155584387775	nan	nan	nan	nan	19.014906303236796	0.01912812552096487	nan	nan	nan	nan	16.63743862110432	0.018751255745044246	nan	nan	nan	nan	11.242183585529613	0.016069991306684253	nan	nan	nan	nan	8.966905501553262	0.014435767251119377	nan	nan	nan	nan	6.743812005210943	0.012527763758290688	nan	nan	nan	nan	5.310251528209239	0.011181994776812013	nan	nan	nan	nan	4.111008117045796	0.009862749260464399	nan	nan	nan	nan	3.245966529712396	0.008766448629944355	nan	nan	nan	nan	22.963698767411564	0.025806990639154856	nan	nan	nan	nan
134	47.938582874311464	0.023830655414956686	nan	nan	nan	nan	19.20327991987982	0.019360468649625474	nan	nan	nan	nan	16.730295443164746	0.018766859264466706	nan	nan	nan	nan	11.324661992989483	0.01625924928171687	nan	nan	nan	nan	9.052603905858788	0.014382032634079974	nan	nan	nan	nan	6.796519779669504	0.012573423953756364	nan	nan	nan	nan	5.355683525287932	0.011166445848483166	nan	nan	nan	nan	4.142789183775664	0.009860432873313422	nan	nan	nan	nan	3.2640961442163245	0.008805972811912529	nan	nan	nan	nan	23.062043064596896	0.026019746715714075	nan	nan	nan	nan
135	48.325026272331485	0.02382529178261661	nan	nan	nan	nan	19.321823550017516	0.01937022248798413	nan	nan	nan	nan	16.85870489916429	0.01884161474156736	nan	nan	nan	nan	11.398363609067708	0.016242458470983264	nan	nan	nan	nan	9.103963368863534	0.014408623440824357	nan	nan	nan	nan	6.838287544412751	0.012643835075138835	nan	nan	nan	nan	5.393084121503278	0.0112137900764044	nan	nan	nan	nan	4.1634639443527	0.009889356376954265	nan	nan	nan	nan	3.2992293449432015	0.008801816235230001	nan	nan	nan	nan	23.092678776960415	0.025976254791542395	nan	nan	nan	nan
136	48.677538693846735	0.02396984417952902	nan	nan	nan	nan	19.438228262237324	0.019467569599865682	nan	nan	nan	nan	16.97495910406443	0.019016292695510327	nan	nan	nan	nan	11.447640619101549	0.016423577427554938	nan	nan	nan	nan	9.201686170882095	0.014578547675698371	nan	nan	nan	nan	6.916496791241978	0.012722844347531374	nan	nan	nan	nan	5.438303762426073	0.011381164832733576	nan	nan	nan	nan	4.227935069837675	0.009941737136781665	nan	nan	nan	nan	3.2957342393355984	0.008827885625222538	nan	nan	nan	nan	23.078847363785076	0.026132737084492312	nan	nan	nan	nan
137	49.01398654077943	0.024047944443096134	nan	nan	nan	nan	19.576134993973483	0.019447988980556895	nan	nan	nan	nan	17.140166733627964	0.01895243928619269	nan	nan	nan	nan	11.5589594214544	0.01639619690046333	nan	nan	nan	nan	9.241663318601848	0.014671535798736136	nan	nan	nan	nan	6.9476446364001605	0.012761460316015296	nan	nan	nan	nan	5.4643179991964645	0.011289650437121697	nan	nan	nan	nan	4.230840699075934	0.009954364318491598	nan	nan	nan	nan	3.3281187223784654	0.0088150851623111	nan	nan	nan	nan	23.115031137002813	0.02625846221308653	nan	nan	nan	nan
138	49.39759187888864	0.024280041315196167	nan	nan	nan	nan	19.732789239023653	0.01958787567876462	nan	nan	nan	nan	17.224967883321998	0.019051292710021307	nan	nan	nan	nan	11.646842489735258	0.016598609563959702	nan	nan	nan	nan	9.293559031713645	0.014747247818711604	nan	nan	nan	nan	6.994609436005945	0.012829541910671158	nan	nan	nan	nan	5.502808634978211	0.011331335300571468	nan	nan	nan	nan	4.252726768936245	0.010097441233244749	nan	nan	nan	nan	3.3626287815814	0.008887150607768277	nan	nan	nan	nan	23.1799541550165	0.026388100899847222	nan	nan	nan	nan
139	49.703336180475304	0.02420170534470625	nan	nan	nan	nan	19.893508516304074	0.019712780305974075	nan	nan	nan	nan	17.342837763151284	0.019299661861289844	nan	nan	nan	nan	11.73966236245792	0.016492352169879824	nan	nan	nan	nan	9.382530271818318	0.014818611676835423	nan	nan	nan	nan	7.031829372456413	0.01287608119217475	nan	nan	nan	nan	5.545520775762448	0.011475018322998264	nan	nan	nan	nan	4.283675827764658	0.010039271422758773	nan	nan	nan	nan	3.3896648746420137	0.008887555877194054	nan	nan	nan	nan	23.184871627392855	0.02603845218915214	nan	nan	nan	nan
140	50.07334807922101	0.024401336841448244	nan	nan	nan	nan	20.025449368214986	0.019840738033716745	nan	nan	nan	nan	17.4784277832863	0.019372327277429685	nan	nan	nan	nan	11.854524190882973	0.01673983979465993	nan	nan	nan	nan	9.415605216993365	0.014843558209230905	nan	nan	nan	nan	7.096916075559962	0.013031763182348935	nan	nan	nan	nan	5.566953957236926	0.011552572205636819	nan	nan	nan	nan	4.320316273866728	0.010128030685336013	nan	nan	nan	nan	3.4030457885236314	0.009006448499589039	nan	nan	nan	nan	23.247552945363942	0.02605112776791555	nan	nan	nan	nan
141	50.394764957264954	0.024596609239057713	nan	nan	nan	nan	20.178418803418804	0.019953149722616467	nan	nan	nan	nan	17.60569291819292	0.019409196064177545	nan	nan	nan	nan	11.936126373626374	0.01677111722981837	nan	nan	nan	nan	9.46588827838828	0.014855041295791486	nan	nan	nan	nan	7.148148148148148	0.013011019124946043	nan	nan	nan	nan	5.609177859177859	0.011580345342315336	nan	nan	nan	nan	4.359279609279609	0.010184275861013918	nan	nan	nan	nan	3.4349562474562476	0.009013491396221887	nan	nan	nan	nan	23.263202075702075	0.026170425446572602	nan	nan	nan	nan
142	50.7593147969298	0.024596269037616	nan	nan	nan	nan	20.31700808214304	0.020025303158809755	nan	nan	nan	nan	17.69976617699385	0.019312474761549812	nan	nan	nan	nan	11.991206221725207	0.016849316551164343	nan	nan	nan	nan	9.55385553804707	0.015039526219721702	nan	nan	nan	nan	7.217684135617343	0.013126249813271228	nan	nan	nan	nan	5.678518782087124	0.01165331340668632	nan	nan	nan	nan	4.381690641996645	0.010295578444266257	nan	nan	nan	nan	3.4568189904945865	0.009130200765561402	nan	nan	nan	nan	23.31866009251258	0.026225598411413517	nan	nan	nan	nan
143	51.15082363608886	0.024658551304624084	nan	nan	nan	nan	20.451866404715126	0.019953411127458364	nan	nan	nan	nan	17.809002065387133	0.019312712856374547	nan	nan	nan	nan	12.048637348244421	0.016844061034714017	nan	nan	nan	nan	9.632814467784998	0.014867310204534454	nan	nan	nan	nan	7.271145030477054	0.013107263919948637	nan	nan	nan	nan	5.6749282152032645	0.011564028107173828	nan	nan	nan	nan	4.414513122764596	0.010160503556389772	nan	nan	nan	nan	3.4818900811042264	0.00903251950419139	nan	nan	nan	nan	23.307440431212534	0.02604138953096434	nan	nan	nan	nan
144	51.47638221305081	0.024814602274665087	nan	nan	nan	nan	20.6207061428895	0.020072912221221095	nan	nan	nan	nan	17.94086116214108	0.019468003150494573	nan	nan	nan	nan	12.156327855650904	0.0170178247987823	nan	nan	nan	nan	9.693383999798677	0.01501465644099399	nan	nan	nan	nan	7.286181644311347	0.01311551746860256	nan	nan	nan	nan	5.730805043158769	0.011571336579402448	nan	nan	nan	nan	4.43850819135818	0.010185330407358572	nan	nan	nan	nan	3.503057603744621	0.009154276682558839	nan	nan	nan	nan	23.38533356821099	0.02617454671686076	nan	nan	nan	nan
145	51.777251900709935	0.024890889102199082	nan	nan	nan	nan	20.75912592518	0.02003508696376594	nan	nan	nan	nan	18.10314183575852	0.019594768311751703	nan	nan	nan	nan	12.257640602185187	0.01682586902827864	nan	nan	nan	nan	9.741755198630482	0.015075221278738112	nan	nan	nan	nan	7.344594934796838	0.013144157737658611	nan	nan	nan	nan	5.7779567997583205	0.011638721386979856	nan	nan	nan	nan	4.474749509088163	0.010303704057793236	nan	nan	nan	nan	3.510976285182015	0.0090752772056885	nan	nan	nan	nan	23.378858063541614	0.026244845501133488	nan	nan	nan	nan
146	52.147474747474746	0.025038878394482395	nan	nan	nan	nan	20.87411616161616	0.020347698693569952	nan	nan	nan	nan	18.239343434343436	0.019745464501023893	nan	nan	nan	nan	12.324646464646465	0.017020433282502988	nan	nan	nan	nan	9.839873737373738	0.01508410169928961	nan	nan	nan	nan	7.400580808080808	0.013206577878704339	nan	nan	nan	nan	5.800732323232324	0.011725402530847218	nan	nan	nan	nan	4.496818181818182	0.010296640890257079	nan	nan	nan	nan	3.5508838383838386	0.00911631792395363	nan	nan	nan	nan	23.46169191919192	0.026391122696056948	nan	nan	nan	nan
147	52.480160442740726	0.025136852748595485	nan	nan	nan	nan	21.051229976390545	0.02034580455772902	nan	nan	nan	nan	18.3418039653728	0.0196180065927216	nan	nan	nan	nan	12.400370643040288	0.017117187167138895	nan	nan	nan	nan	9.910614099667436	0.01519229938785287	nan	nan	nan	nan	7.42854966870605	0.013322637387134571	nan	nan	nan	nan	5.86128811149755	0.011757382498475591	nan	nan	nan	nan	4.536924678225991	0.010387706929440903	nan	nan	nan	nan	3.5661699372953213	0.009243453635275569	nan	nan	nan	nan	23.470995912771954	0.0263178482862214	nan	nan	nan	nan
148	52.82296398544359	0.025130448467402432	nan	nan	nan	nan	21.17869243317857	0.020370833606028274	nan	nan	nan	nan	18.48272054210064	0.019678891898293707	nan	nan	nan	nan	12.479056343330406	0.0169968953604917	nan	nan	nan	nan	9.965114819927217	0.015332911471859148	nan	nan	nan	nan	7.49413979169281	0.01324273995383041	nan	nan	nan	nan	5.884502446982055	0.011806396032307855	nan	nan	nan	nan	4.583511105533944	0.010394728095929172	nan	nan	nan	nan	3.589032500941147	0.009222596628112078	nan	nan	nan	nan	23.444798594553895	0.0261667687866765	nan	nan	nan	nan
149	53.21348399817989	0.02528310462382646	nan	nan	nan	nan	21.29217857323424	0.020346945340766122	nan	nan	nan	nan	18.56127711208858	0.01982720378682952	nan	nan	nan	nan	12.59335659032307	0.017241966745371373	nan	nan	nan	nan	10.037463976945245	0.015306267371106404	nan	nan	nan	nan	7.53678143485515	0.013372314708177369	nan	nan	nan	nan	5.93986045806158	0.011903103316327959	nan	nan	nan	nan	4.6080186055917896	0.010463628228737313	nan	nan	nan	nan	3.622503665503817	0.009241727454242326	nan	nan	nan	nan	23.548384650386772	0.026144491917209346	nan	nan	nan	nan
150	53.57538336960373	0.02541835164797158	nan	nan	nan	nan	21.41659496938104	0.02057865460481166	nan	nan	nan	nan	18.7216711372033	0.019904983786054486	nan	nan	nan	nan	12.670656409737335	0.01725867436429	nan	nan	nan	nan	10.074776051419606	0.015300547468559498	nan	nan	nan	nan	7.604914216306494	0.013495819232838057	nan	nan	nan	nan	5.957386507414343	0.011906719540974862	nan	nan	nan	nan	4.632445973986537	0.010542964360397642	nan	nan	nan	nan	3.649602712687889	0.00928070127241851	nan	nan	nan	nan	23.590313274963307	0.026268061550270783	nan	nan	nan	nan
151	53.90029132362255	0.025422355440509543	nan	nan	nan	nan	21.594502849905002	0.020559998562376714	nan	nan	nan	nan	18.811044965167827	0.01991619567250627	nan	nan	nan	nan	12.733628879037365	0.017376095168147518	nan	nan	nan	nan	10.164813172894236	0.015395437969285967	nan	nan	nan	nan	7.669335022165928	0.013484758446695187	nan	nan	nan	nan	6.0150474984167195	0.01194831920326918	nan	nan	nan	nan	4.649753008233059	0.010572831776195177	nan	nan	nan	nan	3.68709309689677	0.00936024235250094	nan	nan	nan	nan	23.61058898036732	0.026521482345565478	nan	nan	nan	nan
152	54.25088375168485	0.02568599541308589	nan	nan	nan	nan	21.74649678288955	0.020740907797318436	nan	nan	nan	nan	18.95160346888431	0.020092959244869212	nan	nan	nan	nan	12.808321253274332	0.017435474117740286	nan	nan	nan	nan	10.209735255970092	0.015561112685729562	nan	nan	nan	nan	7.665623966837059	0.013545996189518197	nan	nan	nan	nan	6.07253121741563	0.012051545616711753	nan	nan	nan	nan	4.71142646423031	0.010598967211848467	nan	nan	nan	nan	3.6981002517738615	0.009405232085121293	nan	nan	nan	nan	23.59332163474988	0.0264912398038828	nan	nan	nan	nan
153	54.57978952706986	0.02553814288831985	nan	nan	nan	nan	21.89521998224927	0.020787325013749625	nan	nan	nan	nan	19.082769113731455	0.020110332708888904	nan	nan	nan	nan	12.886471408647141	0.017403969304898015	nan	nan	nan	nan	10.331583618612907	0.015569392674830514	nan	nan	nan	nan	7.726486623557753	0.013486737528248305	nan	nan	nan	nan	6.077824267782427	0.012045061688807611	nan	nan	nan	nan	4.71454291872702	0.01055959402687742	nan	nan	nan	nan	3.724812983390389	0.009345847189077086	nan	nan	nan	nan	23.6142766577913	0.026234481934266744	nan	nan	nan	nan
154	54.93044599514563	0.025642591631422507	nan	nan	nan	nan	22.016535194174757	0.02076850857254235	nan	nan	nan	nan	19.227118729773462	0.020196630278607866	nan	nan	nan	nan	13.00417172330097	0.017587391220453694	nan	nan	nan	nan	10.354596480582524	0.015484240428049233	nan	nan	nan	nan	7.766965008090615	0.013567457670809923	nan	nan	nan	nan	6.132761933656958	0.012046784331621131	nan	nan	nan	nan	4.729874595469256	0.010560680572928418	nan	nan	nan	nan	3.744336569579288	0.009365384033242545	nan	nan	nan	nan	23.65427791262136	0.026355454935177127	nan	nan	nan	nan
155	55.285489838325475	0.025725498586733165	nan	nan	nan	nan	22.12176270842836	0.020808110767231696	nan	nan	nan	nan	19.34065683442299	0.020246415491145493	nan	nan	nan	nan	13.092392681567077	0.017576661580133084	nan	nan	nan	nan	10.458212964370787	0.01563692911594523	nan	nan	nan	nan	7.831914246616998	0.013655443793901077	nan	nan	nan	nan	6.159013734732147	0.012135037037368311	nan	nan	nan	nan	4.780447012315645	0.010708527821288517	nan	nan	nan	nan	3.770564086969743	0.009446140106871469	nan	nan	nan	nan	23.696670214383456	0.026231266125527702	nan	nan	nan	nan
156	55.63431599035757	0.02570685382309182	nan	nan	nan	nan	22.284501807955003	0.020886137910222823	nan	nan	nan	nan	19.421303736440336	0.020247856744562715	nan	nan	nan	nan	13.178133788670149	0.01746521083329268	nan	nan	nan	nan	10.501983728404982	0.015701260765597542	nan	nan	nan	nan	7.899482723985536	0.013635494077889786	nan	nan	nan	nan	6.227450783447168	0.012031873595844745	nan	nan	nan	nan	4.8109933708316595	0.010660764671817393	nan	nan	nan	nan	3.7900261149055847	0.009427782043524202	nan	nan	nan	nan	23.72458818802732	0.026286916741182057	nan	nan	nan	nan
157	55.977076211542325	0.025919963603313747	nan	nan	nan	nan	22.43924693344058	0.0209459723094242	nan	nan	nan	nan	19.556454856223606	0.020295064646426733	nan	nan	nan	nan	13.24738588377237	0.017671425458011637	nan	nan	nan	nan	10.566232656344258	0.015758791136814113	nan	nan	nan	nan	7.939498290770159	0.013620027682603794	nan	nan	nan	nan	6.245525839533481	0.012110669081531467	nan	nan	nan	nan	4.859742610094511	0.010732733213815111	nan	nan	nan	nan	3.8175899859239895	0.009455688920151339	nan	nan	nan	nan	23.76143675849588	0.026331654419622978	nan	nan	nan	nan
158	56.359422935523945	0.026009792881756946	nan	nan	nan	nan	22.60122714941305	0.021091814702171384	nan	nan	nan	nan	19.6723206815243	0.020562141257212146	nan	nan	nan	nan	13.318754595471717	0.01782873667436867	nan	nan	nan	nan	10.625694074693847	0.0157605872474695	nan	nan	nan	nan	7.966988666615958	0.01377603536186812	nan	nan	nan	nan	6.269795390583403	0.012222787022730065	nan	nan	nan	nan	4.882431987018585	0.010775852450218818	nan	nan	nan	nan	3.8559620699272332	0.009589994492184147	nan	nan	nan	nan	23.80804239243427	0.026680989251055175	nan	nan	nan	nan
159	56.68985771431465	0.025936422094925762	nan	nan	nan	nan	22.7183908045977	0.021116915599433277	nan	nan	nan	nan	19.829307813053827	0.020446752754396454	nan	nan	nan	nan	13.400830421793508	0.01760189288103049	nan	nan	nan	nan	10.67456580080004	0.015799097336053555	nan	nan	nan	nan	8.042964200719023	0.013789502583851638	nan	nan	nan	nan	6.327358347258089	0.012309088697203163	nan	nan	nan	nan	4.913236113220923	0.010778033585177418	nan	nan	nan	nan	3.8716390703326753	0.009581926191950339	nan	nan	nan	nan	23.862119600992454	0.02672777507221655	nan	nan	nan	nan
160	57.021007871624185	0.025962679532946124	nan	nan	nan	nan	22.85081880077957	0.021202997121632122	nan	nan	nan	nan	19.943000329038952	0.02054429228953898	nan	nan	nan	nan	13.533296210989901	0.01781914636677096	nan	nan	nan	nan	10.766863246348933	0.015788262628203743	nan	nan	nan	nan	8.072110152117238	0.01387740441019643	nan	nan	nan	nan	6.364220810448252	0.012271400354149203	nan	nan	nan	nan	4.951580652509555	0.010797267283148788	nan	nan	nan	nan	3.8802551317421345	0.0096365103936641	nan	nan	nan	nan	23.891644941658864	0.026797614800615172	nan	nan	nan	nan
161	57.39465801298053	0.0260388832256222	nan	nan	nan	nan	23.016175736395407	0.021182630331473624	nan	nan	nan	nan	20.027184223664502	0.020635103396744313	nan	nan	nan	nan	13.58472291562656	0.017808215669488245	nan	nan	nan	nan	10.809885172241637	0.015749614099201753	nan	nan	nan	nan	8.128532201697453	0.013795357134604095	nan	nan	nan	nan	6.426759860209685	0.0123604766488428	nan	nan	nan	nan	4.979181228157763	0.010806931393313466	nan	nan	nan	nan	3.9274338492261607	0.009590302535653171	nan	nan	nan	nan	23.91779830254618	0.02647156748856738	nan	nan	nan	nan
162	57.742897619469254	0.026229891731034505	nan	nan	nan	nan	23.130157605808392	0.02130158834932052	nan	nan	nan	nan	20.173518176528624	0.020649346690098134	nan	nan	nan	nan	13.678337423157682	0.01806639140350048	nan	nan	nan	nan	10.892736977914948	0.015974550310553923	nan	nan	nan	nan	8.187330820410331	0.013889708262265819	nan	nan	nan	nan	6.442561157631106	0.012327568495388495	nan	nan	nan	nan	5.000151787295404	0.010856594456027904	nan	nan	nan	nan	3.944243466821827	0.0096723010121159	nan	nan	nan	nan	23.94530597788965	0.026533122487149664	nan	nan	nan	nan
163	58.10058991822164	0.026407194587836712	nan	nan	nan	nan	23.255082664506165	0.021387407803193287	nan	nan	nan	nan	20.320328126186798	0.02084988398949184	nan	nan	nan	nan	13.733448109983037	0.01786056377484551	nan	nan	nan	nan	10.968706484036762	0.01604864341718434	nan	nan	nan	nan	8.245714864420082	0.014010293462354353	nan	nan	nan	nan	6.471757348659392	0.012398633751742112	nan	nan	nan	nan	5.035395093298225	0.010965357848097835	nan	nan	nan	nan	3.9637187634503888	0.00971727844557846	nan	nan	nan	nan	23.98009975441173	0.02683397424523036	nan	nan	nan	nan
164	58.469270635823534	0.0263337166970934	nan	nan	nan	nan	23.43081784856529	0.021432591148959214	nan	nan	nan	nan	20.39724434331943	0.020880343052914273	nan	nan	nan	nan	13.836506130704082	0.018060473524262585	nan	nan	nan	nan	11.017267096447984	0.016103011872765617	nan	nan	nan	nan	8.276880293262545	0.014063277990134312	nan	nan	nan	nan	6.517835924661863	0.012438586764705257	nan	nan	nan	nan	5.059689040576413	0.01099853897443823	nan	nan	nan	nan	3.9897610921501707	0.009720661975718668	nan	nan	nan	nan	24.027404879282013	0.026688866642153187	nan	nan	nan	nan
165	58.833998119966466	0.026553137553480356	nan	nan	nan	nan	23.530474327379896	0.021532326180583195	nan	nan	nan	nan	20.558496989405757	0.020944500462290516	nan	nan	nan	nan	13.895251645029344	0.018051950827514745	nan	nan	nan	nan	11.076979751530702	0.01603910207375252	nan	nan	nan	nan	8.338075760270318	0.01409080070978697	nan	nan	nan	nan	6.546403800716445	0.012495382661151458	nan	nan	nan	nan	5.1073905642641195	0.01106089097644368	nan	nan	nan	nan	4.028911867076548	0.00981386910455872	nan	nan	nan	nan	24.055791265465817	0.026852291731020106	nan	nan	nan	nan
